book_id,title,subtitle,author,synopsis,domain,themes,average_rating,language,preview_link,thumbnail,search_category,difficulty_level,source
5227,30-Minute Frugal Vegan Recipes,"Fast, Flavorful Plant-Based Meals on a Budget",Melissa Copeland,"Incredible Budget-Friendly Plant-Based Meals for the Busy Home Cook Think maintaining a vegan diet is draining on the wallet? Think again. Melissa Copeland, the self-proclaimed Stingy Vegan, is on a mission to prove that cooking vibrant plant-based meals doesn’t have to break the bank. Main dishes like Veggie-Packed Mexican Rice, Coconut-Lentil Curry and Smoky Mushroom Fajitas are the perfect balance of quick, flavorful and economical. Fruity Granola Yogurt Parfaits and Blistered Cherry Tomatoes and Beans on Garlic Toast make breakfast a cinch, and frugal staples like beans and pasta are transformed into mouthwatering meals like Garlicky Spring Vegetable Pasta, Black Bean Salsa Burgers and Bee-Free Honey Mustard Chickpea Salad Sandwiches. With Melissa’s wallet-friendly recipes, you can skip expensive vegan substitutes and pricey health food stores, all while enjoying nourishing meals that are as pleasing to your palate as they are to your bank account.",Cooking,Cooking,,en,http://books.google.com/books?id=hxR8DwAAQBAJ&printsec=frontcover&dq=vegan+cooking&hl=&cd=47&source=gbs_api,http://books.google.com/books/content?id=hxR8DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5228,The Everything Easy Vegan Cookbook,"200 Quick and Easy Recipes for a Healthy, Plant-Based Diet",Adams Media,"“Perfect for any on-the-go home cook, all written in an easy-to-read format that’s accessible for beginner and novice vegan home cooks.” —USA TODAY Make delicious vegan food every night of the week with these 200 quick and easy plant-based recipes the whole family will love! You can now prepare delicious, homemade vegan meals quicker and easier than ever and The Everything Easy Vegan Cookbook is here to help. This comprehensive, easy-to-follow cookbook has it all from recipes for a hectic workweek to meal-prep friendly slow cooker meals to impressive but easy dinners perfect for company. Whether you’re a brand-new vegan, a seasoned veteran, or just a health-conscious cook looking for a meatless Monday meal, you can enjoy healthy and satisfying dishes without spending hours in the kitchen!",Cooking,Cooking,5.0,en,http://books.google.com/books?id=qYLvDwAAQBAJ&printsec=frontcover&dq=vegan+cooking&hl=&cd=48&source=gbs_api,http://books.google.com/books/content?id=qYLvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5229,Fresh and Fast Vegan,"Quick, Delicious, and Creative Recipes to Nourish Aspiring and Devoted Vegans",Amanda Grant,"One of the original vegan cookbooks, Fresh and Fast Vegan is a must-have on any kitchen shelf. Amanda Grant has created mouthwatering dishes that not only taste great, but also help you achieve optimum health and vitality. Her winning combination of fresh and healthy ingredients—consisting of vegetables, fruits, nuts, grains, herbs, sea vegetables, and exotic spices—fantastic flavor, great variety, and quick-and-easy preparation methods make Fresh and Fast Vegan ideal for everyone interested in vegan cooking. From Thai Green Vegetable Curry to Tomato and Basil Risotto, Orange and Passion Fruit Sorbet to Chocolate Raspberry Hazelnut Cake, these delectable recipes are sure to delight even the choosiest eaters.",Cooking,Cooking,,en,http://books.google.com/books?id=OxjMc2S90xoC&printsec=frontcover&dq=vegan+cooking&hl=&cd=49&source=gbs_api,http://books.google.com/books/content?id=OxjMc2S90xoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5230,The Basics of Vegan Cooking,"A Practical Introduction to Vegan Food, Recipes, and Nutrition",Jennifer O'Reilly,"More and more people are being motivated to become vegans because of the impact of their nutritional choices on animal rights, the environment, and human health. In ""The Basics of Vegan Cooking"", Jennifer O'Reilly will introduce you to this amazing lifestyle and take you step-by-step through the process of preparing amazingly easy, healthy, and delicious vegan meals. Topics discussed include...- how to replace animal products (such as eggs, butter, etc.) in all of your favorite recipes so you don't have to give up any of the foods you love.- how to easily meet your daily needs for protein, calcium, and other nutrients without consuming animal products.- hidden animal ingredients that you may be consuming without realizing it, and how to avoid them.- how to plan complete vegan meals- information for people with special dietary needs (such as diabetes, circulatory problems, etc.)- a sample of easy, delicious, 100% vegan recipes to get you started. ...and more!Whether your interest is in sticking up for animal rights, improving your health, or helping the environment, ""The Basics of Vegan Cooking"" is the perfect book to introduce you to the vegan lifestyle.",Vegan cooking,Vegan cooking,,en,http://books.google.com/books?id=GQSQSQAACAAJ&dq=vegan+cooking&hl=&cd=50&source=gbs_api,,vegan cooking,,Kaggle-GoogleBooks
5232,The Vegan Cookbook,"100 of the Most Delicious, Healthy Recipes",Adele McConnell,"This brilliant book brings a fresh, inspired look to plant-based food, showing just how satisfying, dynamic and undeniably delicious contemporary vegan cooking can be. The beautifully photographed recipes make the most of a wide variety of fresh ingredients, drawing inspiration from cuisines around the world to help you create healthy, balanced meals effortlessly. Renowned blogger Adele McConnell proves there’s no need to sacrifice flavour to eat animal-free. She creates her stylish, mouth-watering dishes with innovative techniques and nutrient-packed ingredients, including whole grains and protein sources such as pulses, nuts, tempeh and tofu. From Mushroom & Roasted Beetroot Polenta Nests to Chinese Spring Onion Pancakes with Ginger Dipping Sauce, you’ll find dishes that will tempt both part-time and fully-committed vegans alike. Complete with 100 inspiring, easy-to-follow recipes, The Vegan Cookbook isn’t merely about creating great meat-free food, it’s about producing sensational dishes everyone will want to make time and time again.",Cooking,Cooking,,en,http://books.google.com/books?id=xrktDwAAQBAJ&dq=vegan+cooking&hl=&cd=52&source=gbs_api,http://books.google.com/books/content?id=xrktDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5233,Vegan Dinner Party,Comforting Vegan Dishes for Any Occasion,Sandra Vungi,"Vegan Dinner Party contains only the best selection of amazingly tasty recipes that will make your family and friends fall in love with all these new yet comforting tastes. Guests at your vegan dinner party will talk about these recipes for years to come! Vegan Dinner Party has you covered from soups, salads, and spreads to main dishes and cakes. You can even find a whole selection of dreamy no bake desserts and a barbecue and Christmas special. Recipes include: • Curried chickpea and avocado salad • Crispy “fish” fingers • Meaty lentil balls • Heavenly cabbage rolls • Savory filled pancakes • Lentil and vegetable pie • Baked onions with creamy lemony mushroom filling • Dreamy no-bake chocolate cherry cake • Carrot and peanut butter brownies • Decadent pull-apart cinnamon bread • Black pudding sausages • And more! The recipes in the book are doable and affordable and are made with familiar ingredients that you can find in your local grocery store—no fancy, complicated, and expensive ingredient lists! The dishes are home-style, flavorful, and filling. With sixty-four delicious recipes and beautiful, full-color photographs, Vegan Dinner Party is the perfect cookbook for all of your friends, whether they’re vegan or not! Skyhorse Publishing, along with our Good Books and Arcade imprints, is proud to publish a broad range of cookbooks, including books on juicing, grilling, baking, frying, home brewing and winemaking, slow cookers, and cast iron cooking. We’ve been successful with books on gluten-free cooking, vegetarian and vegan cooking, paleo, raw foods, and more. Our list includes French cooking, Swedish cooking, Austrian and German cooking, Cajun cooking, as well as books on jerky, canning and preserving, peanut butter, meatballs, oil and vinegar, bone broth, and more. While not every title we publish becomes a New York Times bestseller or a national bestseller, we are committed to books on subjects that are sometimes overlooked and to authors whose work might not otherwise find a home.",Cooking,Cooking,,en,http://books.google.com/books?id=9SuCDwAAQBAJ&printsec=frontcover&dq=vegan+cooking&hl=&cd=53&source=gbs_api,http://books.google.com/books/content?id=9SuCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5234,Vegan Holiday Cooking,"60 Meatless, Dairy-Free Recipes Full of Festive Flavors",Kirsten Kaminski,"Making delicious, healthy holiday meals is easier than ever with Kirsten Kaminski’s tasty vegan recipes. Dishes like Stuffed Butternut Squash, Mushroom Wellington, Sweet Potato–Cauliflower Casserole and Dijon Scalloped Potatoes are the perfect foundation for a wholesome meal worthy of any celebration. Kirsten’s recipes have you covered for every course from appetizer to dessert, making it easy to create an entire decadent menu full of healthy vegan dishes. And what’s more is that they replicate all your favorite festive flavors so you don’t miss out on a thing. You don’t have to skip favorite holiday desserts—give Poached Pear Gingerbread, Speculoos Cookie Cupcakes and Chocolate Reindeer Cookies a try. Whether you’re looking for a few healthier dishes to lighten up your holiday meal or want an entirely vegan spread, Vegan Holiday Cooking has a recipe for you.",Cooking,Cooking,,en,http://books.google.com/books?id=kRC6vwEACAAJ&dq=vegan+cooking&hl=&cd=54&source=gbs_api,http://books.google.com/books/content?id=kRC6vwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5235,The Complete Idiot's Guide to Gluten-Free Vegan Cooking,To Your Fabulous Health! The Best of Two Culinary Worlds,"Beverly Bennett, Julieanna Hever","With more than 200 recipes, this quide offers more delicious dishes than other cookbooks. Simplifies preparing delicious gluten-free meals.",Cooking,Cooking,,en,http://books.google.com/books?id=nd53EAAAQBAJ&dq=vegan+cooking&hl=&cd=55&source=gbs_api,http://books.google.com/books/content?id=nd53EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5236,Rust Belt Vegan Kitchen,"Recipes, Resources, and Stories",Meredith Pangrace,"The author of Midwest Pie “looks to move the needle on diverse, plant-based, distinctively Midwestern cooking” (Michigan Stateside). The Rust Belt Vegan Kitchen is a community cookbook created by professional and home chefs who live and work in the Rust Belt. Recipes collected here represent the diversity of the region, and include vegan versions of: Polish pierogis Detroit coney dogs Hungarian paprikash Slovak kolaches Mexican conchas German sauerkraut balls Cincinnati chili Slovenian fish fry Chitterings, and many more. The cooks and chefs collected here offer stories about their recipes as well as family and culinary traditions. The book also includes resources on how to stock a vegan pantry, guides to useful equipment, and basic how-tos for “veganizing” staples. Infusing old world recipes with a new level of creativity for a changing audience, The Rust Belt Vegan Kitchen is unpretentious, accessible, and fun. “Some readers will want this book for the recipes, some for the ‘unpretentious shortcuts’ that Pangrace promises, and some for the sheer crunchy wonder of the title concept.” —Milwaukee Journal Sentinel",Cooking,Cooking,,en,http://books.google.com/books?id=G20FEQAAQBAJ&printsec=frontcover&dq=vegan+cooking&hl=&cd=56&source=gbs_api,http://books.google.com/books/content?id=G20FEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5237,East Meets Vegan,"The Best of Asian Home Cooking, Plant-Based and Delicious",Sasha Gill,"A vibrant tour of Asia in 90 vegan recipes When Sasha Gill went vegan, she wasn’t about to leave her family’s home-cooked favorites behind. Pad thai without fish sauce? Curry without ghee? In East Meets Vegan, Sasha proves that Asian cooking can be plant-based—as well as easy, affordable, and delicious! Here are: Veganized favorites: Spring rolls, red bean pancakes, shiitake ramen, mango lassis Can’t-believe-it’s-vegan twists: Tandoori cauliflower “wings,” pineapple fried rice, jackfruit biryani, “butter chicken,” a sushi feast to feed a crowd Mix-and-match pairings: Combine leftovers for your own take on Asian fusion. Bursting with more than 100 sumptuous photographs, this is your passport to a culinary adventure—from the comfort of your kitchen.",Cooking,Cooking,,en,http://books.google.com/books?id=eeuADwAAQBAJ&printsec=frontcover&dq=vegan+cooking&hl=&cd=57&source=gbs_api,http://books.google.com/books/content?id=eeuADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5238,The Easy Vegan Cookbook,Make Healthy Home Cooking Practically Effortless,Kathy Hester,"Quick and Tasty Plant-Based Recipes That the Whole Family Will Enjoy Bestselling author Kathy Hester hits the bulls-eye with a brand new cookbook to solve a big vegan dilemma: how to make vegan food that is fast, easy and lip-smackingly delicious. The Easy Vegan Cookbook, packed with 80 recipes, is a must-have cookbook for vegans with ?families, busy schedules, limited budgets and hearty appetites for healthy food that simply tastes good. With recipes like Creamy Broccoli and Potato Casserole and Veggie ""Pot Pie"" Pasta, readers will have a stockpile of quick recipes that they can count on to be delicious. Additionally, many of the recipes are gluten-free, soy-free and oil-free, for those who have other dietary restrictions or preferences. This cookbook includes chapters such as Make-Ahead Staples and Speedy Stir-Fries, as well as recipes such as Inside-Out Stuffed Pepper Stew, Creamy Cauliflower Pesto Pasta and ""Vegged-Out"" Chili. No longer will weeknight meal planning be a source of stress. With The Easy Vegan Cookbook, vegans everywhere can enjoy easy, fast and family-friendly recipes for amazing food.",Cooking,Cooking,,en,http://books.google.com/books?id=KBd4BgAAQBAJ&printsec=frontcover&dq=vegan+cooking&hl=&cd=58&source=gbs_api,http://books.google.com/books/content?id=KBd4BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5239,Vegan Slow Cooking for Two or Just for You,More Than 100 Delicious One-Pot Meals for Your 1.5-Quart or 1.5-Litre Slow Cooker,Kathy Hester,"A slow cooker cookbook “filled with fantastic recipes that are perfectly sized for smaller households” (Stephanie O’Dea, New York Times–bestselling author of Make it Fast, Cook it Slow). If you have a small family or are looking for better-portioned vegan meals (that don’t force you to eat chili for a week straight!), Vegan Slow Cooking for Two or Just for You is the perfect resource for you. Featuring recipes geared specifically for use with a 1.5- to 2-quart slow cooker, you’ll find endless meal ideas that you can make with minimal effort and maximum taste. Just prep a few items the night before or morning of, and come home to a hot meal—or side, or dessert—the moment you walk in the door! The little slow cooker is so easy to use that it makes cooking everyday a snap, so you can have a healthy variety of foods at a fraction of the cost of eating out. Inside, you’ll find a whole new world of food to fall in love with, from breakfast-y Pumpkin Polenta to comforting White Bean Quinoa Gumbo to luscious Blueberry Lemon Cake. You’ll be amazed at what your little slow cooker can do! “Hester presents a collection of unique small batch recipes, from breakfast to dessert. . . . accompanied by beautiful photographs, demonstrating that slow-cooked food can be vibrant and colorful. VERDICT: Vegans, vegetarians, and anyone seeking healthy, appetizing slow cooker recipes in small portions will find this title informative and inspiring.” —Library Journal",Cooking,Cooking,,en,http://books.google.com/books?id=GXJhAAAAQBAJ&printsec=frontcover&dq=vegan+cooking&hl=&cd=59&source=gbs_api,http://books.google.com/books/content?id=GXJhAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5240,Vegan Cooking for the Soul,,Dudley a Roslyn,"Vegan Cooking for the Soul offers over 65 vegan recipes that feature vegetarian, dairy-free versions of some of the dishes that my family and I enjoyed when I was growing up. Homemade biscuits, corn pudding, steamed cabbage and fried apples are just some examples of those family favorites that I warmly remember. Natural egg replacers for baking like chia seed meal and flax meal are used. Tempeh, tofu and jackfruit become the basis for satisfying mock meat dishes like BBQ, and 'ricotta cheese' is made using wholesome raw cashew nuts. You will also find dishes from other traditions like chickpea curry, and some interesting new twists on traditional favorites like sweet potato salad. Stories that accompany some of the recipes help to paint a picture of our family gatherings, both for everyday and holiday meals with stuffing, fresh greens with chow chow, rutabaga puree, sweet potato pie and string beans. Each recipe is accompanied by a special Food for Thought which offers some words of wisdom and inspiration for eating consciously. It is hoped that we all will be kind to animals, honor the earth and all creation, and that we will strive to make good dietary choices and pay attention to each morsel of food consumed. Eating with joy and gratitude, and sharing with others will make this world kinder, richer and more peaceful.",,,,en,http://books.google.com/books?id=Wo8mwQEACAAJ&dq=vegan+cooking&hl=&cd=60&source=gbs_api,http://books.google.com/books/content?id=Wo8mwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5241,Visualize Whirled Peas,Vegan Cooking from the San Antonio PeaceCENTER,Susan Ives,"Cooking and sharing vegan meals is a spiritualpractice of mindfulness and compassion.It is sometimes hard to remember that food is made of air, water, sun and soil; it is hard to remember the labor of the bees, the birds and the farmers; it is hard to remember the very miracle of food when it comes from a box, a can or a take-out window.It is hard to remember that a cow or a pig or a chicken or a salmon was a living, breathing sentient creature when we purchase a shrink-wrapped, sanitized styrofoam tray in a grocery store.The discipline of preparing fresh food reconnects us with the earth. The discipline of preparing a meal free of animals products is a reminder of our special connection with all other thinking and feeling beings.This book contains 116 recipes that will inspire you to create peace, salad, compassion, potatoes, community, soup and community.",,,,en,http://books.google.com/books?id=GvfjQQAACAAJ&dq=vegan+cooking&hl=&cd=81&source=gbs_api,,vegan cooking,,Kaggle-GoogleBooks
5242,Vegan Cooking,Delicious Plant-Based Recipes for Every Occasion,,"Vegan Cooking is packed with delicious recipes for everyone, from novices to long-time practitioners. An introduction explains the basics of the vegan diet and demystifies some common vegan ingredients. The amazing recipes will have you experiencing new flavors and eating a variety of fresh produce, whole grains and nutritious proteins throughout your day. With so many amazing options for every meal, you'll love plant-based eating. Chapters include: Breakfast, Smoothies and Juices; Appetizers and Snacks; Salads and Vegetables; Soups, Stews and Chilies; Sandwiches; Main Dishes; Bowls; and Desserts. Each recipes is accompanied by a color photo",,,,en,http://books.google.com/books?id=1t2OxgEACAAJ&dq=vegan+cooking&hl=&cd=82&source=gbs_api,http://books.google.com/books/content?id=1t2OxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5243,Vegan Cooking for One,,Leah Leneman,"A new edition of the Single Vegan, which has sold over 60,000 copies, which contains 30% new recipes Often vegans, although they may be part of a large family, have to cook separate meals - this cookbook offers over 200 diverse and seasonal recipes to tempt the tastebuds. The book is split into weeks - and has essential shopping lists for all the ingredients you will need for that week and then delicious recipes to follow. There is also a Spring and Summer collection and an Autumn and Winter collection so that the availability and freshness of ingredients is assured. The recipes are both savoury and sweet, main meals and light snacks and have influences and flavours from around the world.",Cooking,Cooking,,en,http://books.google.com/books?id=5WuG5fyoDPQC&dq=vegan+cooking&hl=&cd=83&source=gbs_api,http://books.google.com/books/content?id=5WuG5fyoDPQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5244,Vegan Mexico,Soul-Satisfying Regional Recipes from Tamales to Tostadas,Jason Wyrick,"Jason's delicious recipes capture the essence of the moles of Oaxaca, the Mayan legacy of the Yucatan, the smoky chile flavors of Zacatecas, the fruit-centric Southern regions, the Spanish influence of Veracruz, and the street food of Mexico City. Recipes include:? Oaxacan Black Beans? Blue Corn Mushroom Bocoles? Four Chile Noodle Soup? Classic Sweet Corn Tamales? Old-Style Street Enchiladas? Sonoran Machaca Burritos? Sweet Potato Pastelitos? Tres Leches CakeA leading authority in vegan Mexican cooking, Jason shares the core concepts for making authentic Mexican cuisine and tie the recipes to their place in the story of Mexico. Readers will come away with a new understanding and admiration for the diversity and flavors of Mexico and be inspired to make delectable main dishes, soups, spreads, sandwiches, breads, desserts, snacks, and much more.",Cooking,Cooking,,en,http://books.google.com/books?id=6IHCAQAACAAJ&dq=vegan+cooking&hl=&cd=84&source=gbs_api,http://books.google.com/books/content?id=6IHCAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5245,Simple Vegan Kitchen,The easy & vegan way of life,Susanna Wurz,"For almost a decade Austrian lifestyle blogger Susanna Wurz has been sharing her life and interests on social media, including fashion, fitness and nutrition. ""Simple Vegan Kitchen – The easy & vegan way of life"" is dedicated to her greatest passion, cooking. Susanna's motto: With the right ingredients, everyone is able to cook healthy and delicious vegan recipes. She likes to modify classic dishes into updated, healthier versions. When it comes to cooking, there should always be room for creativity, the author says, while having fun is the top priority. Give it a try and find your very own new must-have recipe!",Cooking,Cooking,,en,http://books.google.com/books?id=xJgjEAAAQBAJ&printsec=frontcover&dq=vegan+cooking&hl=&cd=85&source=gbs_api,http://books.google.com/books/content?id=xJgjEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5246,The Korean Vegan Cookbook,Reflections and Recipes from Omma's Kitchen,Joanne Lee Molinaro,"THE INSTANT NEW YORK TIMES BESTSELLER • NAMED ONE OF THE BEST NEW COOKBOOKS OF THE YEAR BY Epicurious • EATER • Stained Page • Infatuation • Spruce Eats • Publisher’s Weekly • Food52 • Toronto Star The dazzling debut cookbook from Joanne Lee Molinaro, the home cook and spellbinding storyteller behind the online sensation @thekoreanvegan Joanne Lee Molinaro has captivated millions of fans with her powerfully moving personal tales of love, family, and food. In her debut cookbook, she shares a collection of her favorite Korean dishes, some traditional and some reimagined, as well as poignant narrative snapshots that have shaped her family history. As Joanne reveals, she’s often asked, “How can you be vegan and Korean?” Korean cooking is, after all, synonymous with fish sauce and barbecue. And although grilled meat is indeed prevalent in some Korean food, the ingredients that filled out bapsangs on Joanne’s table growing up—doenjang (fermented soybean paste), gochujang (chili sauce), dashima (seaweed), and more—are fully plant-based, unbelievably flavorful, and totally Korean. Some of the recipes come straight from her childhood: Jjajangmyun, the rich Korean-Chinese black bean noodles she ate on birthdays, or the humble Gamja Guk, a potato-and-leek soup her father makes. Some pay homage: Chocolate Sweet Potato Cake is an ode to the two foods that saved her mother’s life after she fled North Korea. The Korean Vegan Cookbook is a rich portrait of the immigrant experience with life lessons that are universal. It celebrates how deeply food and the ones we love shape our identity.",Cooking,Cooking,,en,http://books.google.com/books?id=ILVCEAAAQBAJ&printsec=frontcover&dq=vegan+cooking&hl=&cd=86&source=gbs_api,http://books.google.com/books/content?id=ILVCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5247,Deliciously Ella The Plant-Based Cookbook,100 Simple Vegan Recipes to Make Every Day Delicious,Ella Mills Woodward,"100 all-new plant-based recipes by bestselling author Deliciously Ella. ""Deliciously magnificent!"" --Kris Carr, author of the NYT-bestselling Crazy Sexy Diet Ella's latest book features the most popular, tried-and-tested recipes from her supper clubs, pop-ups, and deli to show how delicious and abundant plant-based cooking can be. These simple vegan recipes cover everything from colorful salads to veggie burgers, falafel, creamy dips and sides, hearty one-pot curries and stews, speedy breakfasts, weekend brunches, muffins, cakes, and brownies. They're the recipes that Ella's thousands of customers have been asking for since the deli first launched in 2015, and each recipe has a beautiful photograph to show you how it should look. In addition to the more than 100 brand-new plant-based recipes, for the first time we are treated to a personal insight into Ella's journey--how she grew her blog, which she began writing to help get herself well while suffering from illness, into a wellness brand--and all that she has learned along the way, as well as what drives the Deliciously Ella philosophy and her team's passion for creating delicious, healthy food. With diary excerpts that document the incredible journey that Deliciously Ella has taken and more than 100 irresistible recipes for every day using simple, nourishing ingredients, this stunning book will be a must-have for fans and food-lovers alike, and it's also perfect for anyone looking to experiment with vegan cooking for the first time.",Cooking,Cooking,,en,http://books.google.com/books?id=ivc1ugEACAAJ&dq=vegan+cooking&hl=&cd=87&source=gbs_api,http://books.google.com/books/content?id=ivc1ugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5248,THE FINAL VEGAN SNACKS AND APPETIZERS COOKBOOK,Inspire Your Vegan Cooking Desire with These 50 Kitchen-tested Recipes,Laura Mckinney,"55% discount for bookstores! NOW for $ 12,12 instead of $ 26,95! Would you like to know the secrets of perfect vegan appetizer or snack? Improve your life and feel better.",,,,en,http://books.google.com/books?id=pKhDzgEACAAJ&dq=vegan+cooking&hl=&cd=88&source=gbs_api,http://books.google.com/books/content?id=pKhDzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5249,Healthy Vegan Cooking: A Beginner's Guide To Plant-Based Cooking. 54 Delicious Vegan Recipes.,,Thomas Calabris,"In ""Healthy Vegan Cooking"" you will learn the secrets of being a vegan. You will also learn how being a Vegan can have a positive impact on your health and the planet.In this book, you'll learn:What is Veganism?Top Five Vegan Diet TypesWhat vegans eat.What vegans don't eat.Health benefits of a vegan diet.Vegan food substitutions for ""normal"" recipes.Plant-based sources of protein.Plant-based sources of calcium.54 Vegan recipes to cook.From the book:""Strictly speaking, veganism refers to a way of life that excludes the use of any animal products.""""The vegan diet isn't just super easy to follow, it is also a great way to keep your body healthy while you stay full and happy.""If you are looking for a healthy eating lifestyle that will improve your health and have a positive impact on animals and the environment, then this book is for you.",Cooking,Cooking,5.0,en,http://books.google.com/books?id=T5VtzQEACAAJ&dq=vegan+cooking&hl=&cd=89&source=gbs_api,http://books.google.com/books/content?id=T5VtzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5250,The Essential American Cookbook for Vegans,,High Cedar Press,"Discover Simple, Everyday Vegan Meals Inspired by Authentic American Flavours! Today only, get this Amazon bestseller for just $8.99. Regularly priced at $12.99. 'Love Vegan: The Essential American Cookbook for Vegans' is here to prove that the United States has a wealth of delicious foods that lend themselves perfectly to a plant-based diet. From Creamy Mac 'n' Cheese and Cornbread to Oreo Cheesecake and Pecan Pie bars, this cookbook is the essential collection of the most iconic and beloved dishes from all over America. Meal prep can be done in 15 minutes or less. No vegan alternatives are used such as 'artificial vegan meat' or vegan butter - only natural wholesome ingredients All recipes are made up of ingredients that you would commonly have in your pantry or can easily find at your local supermarket. A delightful and tantalizing American vegan food journey awaits you in the recipes within this book.Whether you are a vegan, a vegetarian or a meat-eater looking to reduce the amount of meat in your diet, this book will inspire you to cook authentic American dishes every night of the week. Try Some Of These Easy & Authentic American Vegan Recipes Today... Spicy BBQ Lentil Loaf Red Lentil Hot Dogs with Caramelised Onions Cauliflower Tater Tots Balsamic Glazed Cauliflower 'Wings' New York Style Sweet & Spicy BBQ Pizza Crispy Portobello Mushroom 'Bacon' Golden Hash Browns Homemade Smokey BBQ Sauce Marshmallow Fluff Chocolate Chip Cookie Dough Bars Fluffy Banana Pancakes And Many More Mouth-Watering Dishes! The Love Vegan Cookbook series is the perfect companion for vegans, vegetarians and even meat eaters looking to make easy and delicious plant-based meals. Get this book for a limited time discount of only $8.99! Buy Your Copy Now and Start Cooking Easy & Delicious American Vegan Dishes Today! Tags: vegan, vegetarian, vegetarian cookbook, vegan cookbook, vegan recipes, vegetarian recipes, dairy free, vegan diet, lactose free, egg free, american vegetarian, milk allergy, lactose intolerance, non dairy, american cookery",,,,en,http://books.google.com/books?id=e3-OjwEACAAJ&dq=vegan+cooking&hl=&cd=90&source=gbs_api,http://books.google.com/books/content?id=e3-OjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5251,VEGAN COOKING,50 Recipes to Get You Started!,Annie Keller,"55% OFF for Bookstores! NOW at $29,99 instead of $34,99! Do you want to have healthier eating habits? Are you too busy and occupied with other matters like work and family to cook decent meals in a day? your customer will never tire of these recipes... For those who are exploring veganism for the first time, The Vegan cooking will inspire you to create hearty and flavorful meals to please even the most skeptical carnivore. The Vegan cooking will let you experience improved health and increased energy from a vegan diet. start now by choosing a healthy diet!!!",,,,en,http://books.google.com/books?id=opA9zgEACAAJ&dq=vegan+cooking&hl=&cd=91&source=gbs_api,http://books.google.com/books/content?id=opA9zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
5252,The Complete Idiot's Guide to Low-fat Vegan Cooking,,Bo Rinaldi,"Presents information about the health benefits of a low-fat vegan diet, along with over two hundred recipes for such options as smoothies, salads, soups, sauces, main dishes, snacks, and desserts.",Cookbooks,Cookbooks,,en,http://books.google.com/books?id=gssEywAACAAJ&dq=vegan+cooking&hl=&cd=92&source=gbs_api,http://books.google.com/books/content?id=gssEywAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,vegan cooking,,Kaggle-GoogleBooks
